INSERTED,DELETED,MODIFIED,FILENAME
58,176,0,bugsinpy/before/black/15/black.py
1,1,0,bugsinpy/before/black/3/black.py
17,8,0,bugsinpy/before/black/12/black.py
40,9,0,bugsinpy/before/black/2/black.py
4,3,0,bugsinpy/before/black/13/blib2to3_pgen2_tokenize.py
11,4,0,bugsinpy/before/black/5/black.py
152,63,0,bugsinpy/before/black/22/black.py
7,1,0,bugsinpy/before/pandas/135/pandas_core_groupby_ops.py
1,1,0,bugsinpy/before/pandas/61/pandas_core_series.py
0,6,0,bugsinpy/before/pandas/95/pandas_core_arrays_period.py
1,0,0,bugsinpy/before/pandas/132/pandas_core_series.py
5,2,0,bugsinpy/before/pandas/132/pandas_core_nanops.py
1,1,0,bugsinpy/before/pandas/59/pandas_core_window_rolling.py
4,1,0,bugsinpy/before/pandas/92/pandas_core_resample.py
2,2,0,bugsinpy/before/pandas/92/pandas_tests_indexes_period_test_period.py
1,2,0,bugsinpy/before/pandas/92/pandas_core_generic.py
9,8,0,bugsinpy/before/pandas/92/pandas_core_indexes_period.py
31,2,0,bugsinpy/before/pandas/92/pandas_tests_indexes_period_test_tools.py
1,1,0,bugsinpy/before/pandas/66/pandas_core_internals_managers.py
7,8,0,bugsinpy/before/pandas/66/pandas_core_generic.py
13,12,0,bugsinpy/before/pandas/104/pandas_core_groupby_groupby.py
4,1,0,bugsinpy/before/pandas/50/pandas_core_arrays_categorical.py
7,0,0,bugsinpy/before/pandas/68/pandas_tests_extension_base_methods.py
28,0,0,bugsinpy/before/pandas/68/pandas_core_arrays_interval.py
3,0,0,bugsinpy/before/pandas/103/pandas_core_groupby_groupby.py
3,0,0,bugsinpy/before/pandas/103/pandas_core_groupby_generic.py
21,9,0,bugsinpy/before/pandas/57/pandas_core_arrays_categorical.py
11,1,0,bugsinpy/before/pandas/57/pandas__testing.py
2,2,0,bugsinpy/before/pandas/168/pandas_core_groupby_grouper.py
1,2,0,bugsinpy/before/pandas/157/pandas_core_reshape_merge.py
1,1,0,bugsinpy/before/pandas/150/pandas_core_dtypes_missing.py
4,1,0,bugsinpy/before/pandas/159/pandas_core_frame.py
3,8,0,bugsinpy/before/pandas/32/pandas_io_sas_sas_xport.py
6,2,0,bugsinpy/before/pandas/166/pandas_core_frame.py
2,2,0,bugsinpy/before/pandas/35/pandas_core_indexes_period.py
2,2,0,bugsinpy/before/pandas/161/pandas_core_arrays_categorical.py
10,2,0,bugsinpy/before/pandas/102/pandas_core_internals_construction.py
1,1,0,bugsinpy/before/pandas/69/pandas_core_indexing.py
2,2,0,bugsinpy/before/pandas/56/pandas_core_frame.py
4,0,0,bugsinpy/before/pandas/105/pandas_tests_extension_json_test_json.py
16,0,0,bugsinpy/before/pandas/105/pandas_tests_extension_base_reshaping.py
32,5,0,bugsinpy/before/pandas/105/pandas_core_frame.py
0,44,0,bugsinpy/before/pandas/105/pandas_core_generic.py
0,19,0,bugsinpy/before/pandas/105/pandas_tests_arithmetic_conftest.py
4,0,0,bugsinpy/before/pandas/105/pandas_tests_extension_test_numpy.py
7,0,0,bugsinpy/before/pandas/51/pandas_core_indexes_category.py
7,1,0,bugsinpy/before/pandas/58/pandas_core_arrays_categorical.py
3,2,0,bugsinpy/before/pandas/133/pandas_core_generic.py
11,1,0,bugsinpy/before/pandas/67/pandas_core_internals_blocks.py
719,1482,0,bugsinpy/before/pandas/93/pandas_core_arrays_datetimelike.py
2,1,0,bugsinpy/before/pandas/134/pandas_tests_groupby_test_categorical.py
1,1,0,bugsinpy/before/pandas/134/pandas_tseries_holiday.py
25,9,0,bugsinpy/before/pandas/94/pandas_core_indexes_datetimelike.py
2,1,0,bugsinpy/before/pandas/60/pandas_core_window_rolling.py
3,1,0,bugsinpy/before/pandas/34/pandas_core_resample.py
4,3,0,bugsinpy/before/pandas/160/pandas_core_computation_expressions.py
2,1,0,bugsinpy/before/pandas/33/pandas_core_arrays_integer.py
3,5,0,bugsinpy/before/pandas/158/pandas_core_series.py
3,0,0,bugsinpy/before/pandas/167/pandas_core_indexes_base.py
1,0,0,bugsinpy/before/pandas/167/pandas_core_indexes_datetimes.py
14,3,0,bugsinpy/before/pandas/167/pandas_core_indexing.py
1,0,0,bugsinpy/before/pandas/167/pandas_core_indexes_period.py
2,9,0,bugsinpy/before/pandas/151/pandas_core_arrays_numpy_.py
7,0,0,bugsinpy/before/pandas/169/pandas_core_frame.py
3,3,0,bugsinpy/before/pandas/156/pandas_core_sparse_frame.py
3,13,0,bugsinpy/before/pandas/20/pandas_tseries_offsets.py
1,0,0,bugsinpy/before/pandas/18/pandas_core_window_common.py
2,2,0,bugsinpy/before/pandas/18/pandas_core_window_rolling.py
9,1,0,bugsinpy/before/pandas/27/pandas_core_arrays_datetimes.py
2,3,0,bugsinpy/before/pandas/9/pandas_core_indexes_category.py
2,2,0,bugsinpy/before/pandas/9/pandas_core_arrays_categorical.py
13,2,0,bugsinpy/before/pandas/145/pandas_core_ops___init__.py
4,4,0,bugsinpy/before/pandas/11/pandas_core_reshape_concat.py
4,0,0,bugsinpy/before/pandas/142/pandas_core_algorithms.py
0,42,0,bugsinpy/before/pandas/142/pandas_tests_series_test_timeseries.py
2,3,0,bugsinpy/before/pandas/7/pandas_core_indexes_base.py
6,6,0,bugsinpy/before/pandas/29/pandas_core_arrays_interval.py
6,4,0,bugsinpy/before/pandas/16/pandas_core_indexes_datetimelike.py
3,0,0,bugsinpy/before/pandas/129/pandas_core_arrays_datetimelike.py
2,2,0,bugsinpy/before/pandas/42/pandas__testing.py
1,1,0,bugsinpy/before/pandas/89/pandas_core_reshape_reshape.py
1,1,0,bugsinpy/before/pandas/116/pandas_core_reshape_merge.py
3,0,0,bugsinpy/before/pandas/45/pandas_core_construction.py
2,2,0,bugsinpy/before/pandas/111/pandas_core_indexes_base.py
5,3,0,bugsinpy/before/pandas/111/pandas_core_indexes_category.py
5,3,0,bugsinpy/before/pandas/73/pandas_core_frame.py
7,10,0,bugsinpy/before/pandas/73/pandas_core_ops_missing.py
3,2,0,bugsinpy/before/pandas/118/pandas_core_reshape_melt.py
9,1,0,bugsinpy/before/pandas/87/pandas_core_reshape_pivot.py
1,0,0,bugsinpy/before/pandas/127/pandas_core_generic.py
245,807,0,bugsinpy/before/pandas/80/pandas_tests_arrays_test_boolean.py
6,1,0,bugsinpy/before/pandas/80/pandas_tests_extension_base___init__.py
3,2,0,bugsinpy/before/pandas/80/pandas_core_generic.py
8,0,0,bugsinpy/before/pandas/80/pandas_tests_extension_base_ops.py
21,0,0,bugsinpy/before/pandas/80/pandas_tests_frame_test_operators.py
1,1,0,bugsinpy/before/pandas/80/pandas_core_indexing.py
3,0,0,bugsinpy/before/pandas/80/pandas_core_arrays_masked.py
1,1,0,bugsinpy/before/pandas/74/pandas_core_indexes_timedeltas.py
17,5,0,bugsinpy/before/pandas/120/pandas_core_groupby_groupby.py
4,2,0,bugsinpy/before/pandas/120/pandas_core_groupby_generic.py
3,1,0,bugsinpy/before/pandas/6/pandas_core_groupby_grouper.py
1,1,0,bugsinpy/before/pandas/28/pandas_core_strings.py
4,2,0,bugsinpy/before/pandas/143/pandas_core_indexes_range.py
1,1,0,bugsinpy/before/pandas/17/pandas_tests_indexing_test_partial.py
3,3,0,bugsinpy/before/pandas/17/pandas_tests_indexing_test_coercion.py
738,1552,0,bugsinpy/before/pandas/17/pandas_core_arrays_datetimelike.py
7,2,0,bugsinpy/before/pandas/144/pandas_plotting__matplotlib_core.py
1,1,0,bugsinpy/before/pandas/10/pandas_core_internals_blocks.py
0,31,0,bugsinpy/before/pandas/19/pandas_core_indexing.py
2,2,0,bugsinpy/before/pandas/26/pandas_core_arrays_categorical.py
0,5,0,bugsinpy/before/pandas/8/pandas_core_internals_blocks.py
2,5,0,bugsinpy/before/pandas/21/pandas_core_series.py
20,4,0,bugsinpy/before/pandas/75/pandas_core_indexes_period.py
7,0,0,bugsinpy/before/pandas/81/pandas_core_arrays_integer.py
1,1,0,bugsinpy/before/pandas/121/pandas_core_internals_managers.py
2,0,0,bugsinpy/before/pandas/121/pandas_core_internals_blocks.py
4,1,0,bugsinpy/before/pandas/119/pandas_core_reshape_pivot.py
3,0,0,bugsinpy/before/pandas/86/pandas_core_reshape_pivot.py
17,6,0,bugsinpy/before/pandas/72/pandas_core_internals_blocks.py
7,4,0,bugsinpy/before/pandas/126/pandas_core_frame.py
4,4,0,bugsinpy/before/pandas/44/pandas_core_indexes_base.py
7,1,0,bugsinpy/before/pandas/44/pandas_core_indexes_timedeltas.py
22,2,0,bugsinpy/before/pandas/44/pandas_core_indexes_datetimes.py
14,6,0,bugsinpy/before/pandas/44/pandas_core_indexes_period.py
24,2,0,bugsinpy/before/pandas/44/pandas_core_indexes_datetimelike.py
3,1,0,bugsinpy/before/pandas/110/pandas_core_indexes_base.py
7,0,0,bugsinpy/before/pandas/110/pandas_core_indexes_category.py
8,2,0,bugsinpy/before/pandas/43/pandas_core_ops___init__.py
2,0,0,bugsinpy/before/pandas/128/pandas_io_json__json.py
3,1,0,bugsinpy/before/pandas/88/pandas_core_reshape_pivot.py
1,1,0,bugsinpy/before/pandas/117/pandas_core_dtypes_missing.py
3,2,0,bugsinpy/before/pandas/153/pandas_core_internals_blocks.py
2,2,0,bugsinpy/before/pandas/38/pandas_core_reshape_reshape.py
7,5,0,bugsinpy/before/pandas/154/pandas_core_groupby_groupby.py
27,61,0,bugsinpy/before/pandas/36/pandas_core_dtypes_missing.py
18,9,0,bugsinpy/before/pandas/162/pandas_core_reshape_pivot.py
8,2,0,bugsinpy/before/pandas/31/pandas_core_groupby_groupby.py
12,0,0,bugsinpy/before/pandas/165/pandas_tests_arithmetic_test_period.py
19,0,0,bugsinpy/before/pandas/165/pandas_tests_arithmetic_test_timedelta64.py
3,3,0,bugsinpy/before/pandas/165/pandas_core_arrays_datetimelike.py
6,4,0,bugsinpy/before/pandas/131/pandas_core_indexes_accessors.py
18,4,0,bugsinpy/before/pandas/91/pandas_core_indexes_timedeltas.py
4,4,0,bugsinpy/before/pandas/65/pandas_io_common.py
2,2,0,bugsinpy/before/pandas/65/pandas_io_parsers.py
1,2,0,bugsinpy/before/pandas/136/pandas_core_reshape_merge.py
3,0,0,bugsinpy/before/pandas/62/pandas_core_internals_blocks.py
4,0,0,bugsinpy/before/pandas/62/pandas_io_stata.py
9,1,0,bugsinpy/before/pandas/96/pandas_tseries_offsets.py
16,0,0,bugsinpy/before/pandas/109/pandas_core_arrays_categorical.py
5,5,0,bugsinpy/before/pandas/100/pandas_core_generic.py
2,1,0,bugsinpy/before/pandas/54/pandas_tests_indexes_common.py
2,0,0,bugsinpy/before/pandas/54/pandas_core_dtypes_dtypes.py
6,13,0,bugsinpy/before/pandas/107/pandas_core_frame.py
13,7,0,bugsinpy/before/pandas/98/pandas_core_indexes_base.py
18,0,0,bugsinpy/before/pandas/138/pandas_tests_reshape_test_cut.py
6,2,0,bugsinpy/before/pandas/138/pandas_core_reshape_tile.py
5,13,0,bugsinpy/before/pandas/53/pandas_tests_indexing_test_scalar.py
1,1,0,bugsinpy/before/pandas/53/pandas_core_indexes_base.py
3,1,0,bugsinpy/before/pandas/53/pandas_core_series.py
1,1,0,bugsinpy/before/pandas/30/pandas_io_json__json.py
3,0,0,bugsinpy/before/pandas/164/pandas_core_tools_datetimes.py
9,1,0,bugsinpy/before/pandas/37/pandas_core_arrays_string_.py
4,2,0,bugsinpy/before/pandas/163/pandas_core_window.py
4,1,0,bugsinpy/before/pandas/155/pandas_core_window_rolling.py
2,1,0,bugsinpy/before/pandas/39/pandas_core_ops_methods.py
2,1,0,bugsinpy/before/pandas/152/pandas_core_series.py
1,1,0,bugsinpy/before/pandas/106/pandas_core_indexes_base.py
16,2,0,bugsinpy/before/pandas/99/pandas_core_tools_datetimes.py
6,18,0,bugsinpy/before/pandas/52/pandas_core_groupby_generic.py
2,1,0,bugsinpy/before/pandas/139/pandas_core_groupby_grouper.py
4,0,0,bugsinpy/before/pandas/101/pandas_core_dtypes_cast.py
2,2,0,bugsinpy/before/pandas/55/pandas_core_generic.py
0,4,0,bugsinpy/before/pandas/55/pandas_core_indexing.py
3,1,0,bugsinpy/before/pandas/137/pandas_core_arrays_categorical.py
11,2,0,bugsinpy/before/pandas/97/pandas_core_indexes_timedeltas.py
4,1,0,bugsinpy/before/pandas/108/pandas_core_dtypes_cast.py
5,15,0,bugsinpy/before/pandas/63/pandas_core_indexing.py
5,0,0,bugsinpy/before/pandas/130/pandas_core_groupby_ops.py
1,1,0,bugsinpy/before/pandas/64/pandas_io_formats_excel.py
54,17,0,bugsinpy/before/pandas/90/pandas_io_pickle.py
13,10,0,bugsinpy/before/pandas/90/pandas__testing.py
16,0,0,bugsinpy/before/pandas/46/pandas_tests_reshape_test_util.py
17,8,0,bugsinpy/before/pandas/46/pandas_core_reshape_util.py
1,0,0,bugsinpy/before/pandas/46/pandas_core_indexes_multi.py
2,1,0,bugsinpy/before/pandas/79/pandas_core_groupby_grouper.py
1,1,0,bugsinpy/before/pandas/79/pandas_core_indexes_multi.py
3,0,0,bugsinpy/before/pandas/79/pandas_core_series.py
6,1,0,bugsinpy/before/pandas/79/pandas_core_indexes_datetimes.py
27,1,0,bugsinpy/before/pandas/112/pandas_tests_indexes_interval_test_indexing.py
6,0,0,bugsinpy/before/pandas/112/pandas_core_indexes_interval.py
27,25,0,bugsinpy/before/pandas/41/pandas_core_internals_blocks.py
5,1,0,bugsinpy/before/pandas/115/pandas_core_missing.py
5,1,0,bugsinpy/before/pandas/83/pandas_core_reshape_concat.py
15,3,0,bugsinpy/before/pandas/83/pandas_core_indexes_api.py
2,2,0,bugsinpy/before/pandas/77/pandas_core_ops_array_ops.py
1,1,0,bugsinpy/before/pandas/123/pandas_core_indexes_base.py
0,7,0,bugsinpy/before/pandas/123/pandas_core_indexes_range.py
20,1,0,bugsinpy/before/pandas/123/pandas_core_indexes_numeric.py
1,1,0,bugsinpy/before/pandas/48/pandas_core_groupby_generic.py
11,0,0,bugsinpy/before/pandas/70/pandas_core_groupby_ops.py
3,1,0,bugsinpy/before/pandas/70/pandas_tests_resample_test_datetime_index.py
4,3,0,bugsinpy/before/pandas/70/pandas_core_groupby_groupby.py
21,0,0,bugsinpy/before/pandas/70/pandas_tests_groupby_aggregate_test_aggregate.py
1,1,0,bugsinpy/before/pandas/70/pandas_tests_resample_test_timedelta.py
4,0,0,bugsinpy/before/pandas/84/pandas_core_reshape_reshape.py
1,60,0,bugsinpy/before/pandas/84/pandas_tests_series_test_analytics.py
10,0,0,bugsinpy/before/pandas/124/pandas_core_strings.py
1,0,0,bugsinpy/before/pandas/24/pandas_tests_series_test_arithmetic.py
12,3,0,bugsinpy/before/pandas/24/pandas_core_arrays_datetimes.py
7,4,0,bugsinpy/before/pandas/148/pandas_core_apply.py
4,2,0,bugsinpy/before/pandas/23/pandas_tests_indexes_datetimes_test_indexing.py
2,2,0,bugsinpy/before/pandas/23/pandas_core_indexes_datetimelike.py
3,2,0,bugsinpy/before/pandas/141/pandas_core_indexes_range.py
4,1,0,bugsinpy/before/pandas/4/pandas_core_indexes_base.py
7,0,0,bugsinpy/before/pandas/15/pandas_tests_indexes_timedeltas_test_timedelta.py
730,1511,0,bugsinpy/before/pandas/15/pandas_core_arrays_datetimelike.py
4,2,0,bugsinpy/before/pandas/3/pandas_core_series.py
3,6,0,bugsinpy/before/pandas/146/pandas_core_indexes_base.py
8,2,0,bugsinpy/before/pandas/146/pandas_core_dtypes_missing.py
11,12,0,bugsinpy/before/pandas/12/pandas_core_frame.py
4,0,0,bugsinpy/before/pandas/85/pandas_core_indexes_multi.py
8,0,0,bugsinpy/before/pandas/71/pandas_core_reshape_tile.py
24,0,0,bugsinpy/before/pandas/125/pandas_core_internals_blocks.py
45,0,0,bugsinpy/before/pandas/125/pandas_core_arrays_categorical.py
1,1,0,bugsinpy/before/pandas/76/pandas_io_json__json.py
1,1,0,bugsinpy/before/pandas/82/pandas_core_internals_concat.py
2,0,0,bugsinpy/before/pandas/49/pandas_core_strings.py
3,3,0,bugsinpy/before/pandas/122/pandas_core_internals_managers.py
64,6,0,bugsinpy/before/pandas/40/pandas_core_reshape_merge.py
21,16,0,bugsinpy/before/pandas/114/pandas_core_indexes_base.py
1,0,0,bugsinpy/before/pandas/47/pandas_core_frame.py
40,0,0,bugsinpy/before/pandas/47/pandas_core_indexing.py
18,0,0,bugsinpy/before/pandas/113/pandas_conftest.py
6,1,0,bugsinpy/before/pandas/113/pandas_core_arrays_integer.py
1,1,0,bugsinpy/before/pandas/78/pandas_core_frame.py
11,8,0,bugsinpy/before/pandas/147/pandas_core_dtypes_dtypes.py
7,1,0,bugsinpy/before/pandas/2/pandas_core_indexing.py
31,31,0,bugsinpy/before/pandas/13/pandas_core_dtypes_missing.py
4,1,0,bugsinpy/before/pandas/5/pandas_core_indexes_base.py
11,1,0,bugsinpy/before/pandas/5/pandas_tests_indexes_multi_test_join.py
3,1,0,bugsinpy/before/pandas/140/pandas_core_groupby_generic.py
4,2,0,bugsinpy/before/pandas/14/pandas_core_ops_dispatch.py
12,0,0,bugsinpy/before/pandas/14/pandas_tests_arithmetic_conftest.py
1,0,0,bugsinpy/before/pandas/22/pandas_core_window_common.py
6,3,0,bugsinpy/before/pandas/22/pandas_core_window_rolling.py
4,4,0,bugsinpy/before/pandas/149/pandas_io_parquet.py
5,1,0,bugsinpy/before/pandas/25/pandas_core_arrays_datetimes.py
